1.Id: s_2_38
2.The Number Of Stands: 18
3.The Number Of Flights: 33
4.The Number Of Tasks: 77
5.Flight Information Section
1,B738,P,0:10,165,"[['U', 1, 2], ['U', 3, 2], ['L', 4, 3, 95]]",4
4,A320,P,0:05,100,"[['U', 2, 3], ['L', 1, 3, 83]]",1
5,ARJ21,P,0:25,175,"[['U', 3, 1], ['L', 4, 2, 50]]",6
8,B738,P,1:15,95,"[['U', 1, 2], ['L', 2, 3, 96]]",2
9,A321,P,0:30,165,"[['U', 2, 1], ['U', 1, 1], ['L', 3, 3, 116]]",7
12,A320,P,1:35,95,"[['U', 2, 1], ['L', 1, 3, 90]]",3
13,A320,P,0:35,55,"[['U', 2, 1], ['L', 6, 3, 104]]",8
14,A320,P,1:30,55,"[['U', 2, 2], ['L', 1, 3, 81]]",8
15,ARJ21,P,0:35,60,"[['U', 1, 1], ['L', 3, 2, 46]]",9
16,ARJ21,P,1:35,60,"[['U', 1, 1], ['L', 6, 2, 51]]",9
17,B738,P,0:45,165,"[['U', 3, 2], ['U', 2, 1], ['L', 4, 3, 86]]",10
20,A320,P,2:20,120,"[['U', 1, 2], ['L', 1, 3, 88]]",5
21,B738,P,0:55,60,"[['U', 1, 1], ['L', 2, 3, 113]]",11
22,B738,P,1:55,60,"[['U', 2, 2], ['L', 1, 3, 96]]",11
23,B738,P,0:55,105,"[['U', 1, 1], ['U', 2, 3], ['L', 5, 3, 99]]",12
24,B738,P,2:40,105,"[['U', 1, 1], ['L', 3, 3, 104]]",12
25,B737,C,1:30,170,"[['U', 3, 1], ['U', 1, 2]]",39
28,ARJ21,P,3:20,120,"[['U', 3, 2], ['L', 3, 2, 60]]",1
29,B747,C,2:20,105,"[['U', 1, 4], ['U', 1, 4], ['U', 1, 4], ['U', 1, 1], ['U', 3, 2]]",43
30,B747,C,4:05,105,"[['U', 2, 4], ['U', 2, 3]]",43
31,B737,C,2:25,165,"[['U', 1, 1], ['U', 2, 1]]",40
34,A320,P,4:15,120,"[['U', 2, 2], ['L', 1, 3, 100]]",2
35,B747,C,3:50,130,"[['U', 3, 4], ['U', 3, 4], ['U', 3, 4], ['U', 3, 2], ['U', 2, 1]]",42
37,B777,C,4:50,235,"[['U', 2, 4], ['U', 3, 1]]",45
39,B777,C,4:50,180,"[['U', 2, 1], ['U', 1, 4], ['U', 1, 1]]",46
42,A320,P,4:35,95,"[['U', 3, 1], ['L', 1, 3, 94]]",3
43,B777,C,5:20,175,"[['U', 3, 4], ['U', 3, 2], ['U', 2, 1]]",43
45,B747,C,5:40,50,"[['U', 1, 1]]",39
50,ARJ21,P,4:45,85,"[['U', 1, 1], ['L', 4, 2, 51]]",8
56,B738,P,4:55,100,"[['U', 1, 3], ['L', 6, 3, 83]]",9
60,B738,P,5:30,110,"[['U', 2, 1], ['L', 5, 3, 114]]",5
90,B738,P,5:30,90,"[['U', 1, 3], ['L', 4, 3, 91]]",11
94,ARJ21,P,5:35,80,"[['U', 2, 1], ['L', 4, 2, 47]]",12
